train_number,day_of_week,month,scheduled_hour,prev_station_delay,distance_from_origin,is_express,delay_minutes
16526,5,12,5,11.8,131.0,1,13.3
16346,5,3,5,8.9,750.0,1,14.1
66302,2,8,10,24.3,448.8,0,22.4
12602,2,10,8,8.9,568.2,1,7.8
66302,4,9,14,61.6,566.4,0,57.7
16629,3,6,15,10.8,83.2,1,8.7
56362,0,12,10,6.0,484.5,0,6.4
16329,2,2,15,10.7,612.1,1,17.8
12625,0,2,11,0.6,230.9,1,6.1
16346,4,10,15,17.4,410.3,1,19.0
12082,3,8,10,22.2,237.4,1,25.4
16629,6,10,9,19.8,446.7,1,16.0
12082,0,11,21,0.0,69.2,1,0.0
12601,0,4,13,4.6,58.9,1,4.3
66302,1,2,18,7.2,343.2,0,11.7
12601,5,8,11,8.2,94.2,1,9.1
16346,1,3,21,4.6,370.0,1,1.3
12076,4,9,11,6.6,145.8,1,8.1
16650,1,8,15,19.6,725.9,1,23.9
16329,6,10,15,9.7,109.6,1,5.3
16329,2,10,23,5.2,502.6,1,9.3
12602,3,5,9,4.2,384.6,1,3.4
16525,4,1,10,0.5,175.2,1,9.7
16525,6,5,13,7.2,37.2,1,4.6
66303,3,8,6,65.9,115.6,0,64.3
12601,2,10,9,7.2,227.7,1,2.4
12431,6,5,22,0.0,201.4,1,0.0
12076,3,5,6,24.8,515.9,1,20.6
12076,0,4,12,0.0,115.3,1,0.0
16526,2,11,6,10.2,466.0,1,8.3
16346,0,11,12,6.4,472.4,1,2.9
12602,6,8,19,14.4,342.4,1,19.1
12602,4,11,7,8.9,751.7,1,12.8
56361,0,2,20,0.2,97.8,0,3.2
66303,4,4,18,12.6,659.9,0,10.6
56362,5,2,17,2.2,112.0,0,5.6
12625,4,4,5,1.8,658.2,1,2.6
16629,1,6,22,8.2,422.0,1,7.0
16526,0,1,8,1.7,25.4,1,5.9
56362,3,2,4,13.9,98.4,0,6.3
16606,6,10,19,9.6,770.0,1,4.7
12431,0,3,4,5.7,799.0,1,0.0
66304,3,4,15,6.4,78.7,0,8.0
12626,0,7,12,23.6,14.9,1,22.8
16526,2,2,7,5.9,601.5,1,4.8
12601,4,2,13,7.6,792.3,1,14.0
16526,0,12,12,3.6,627.6,1,12.9
12625,3,1,20,2.6,603.0,1,3.5
66303,1,11,21,27.4,526.9,0,33.1
12076,6,4,21,0.6,113.8,1,4.5
56362,2,2,8,29.6,416.0,0,23.3
12076,2,6,19,0.0,591.8,1,0.0
12625,1,5,15,0.5,161.9,1,0.0
12625,1,1,7,1.6,330.0,1,0.0
12076,5,2,9,8.6,789.3,1,9.7
16329,1,3,6,14.4,115.7,1,19.5
12082,4,8,5,2.2,109.3,1,0.0
16629,0,11,16,3.1,299.7,1,1.0
12625,0,8,16,17.7,688.1,1,31.4
16650,0,9,5,8.2,17.8,1,10.2
12602,2,7,6,10.6,242.2,1,2.5
12625,4,8,13,15.8,133.5,1,8.6
16329,1,11,10,7.9,147.6,1,8.7
12626,6,2,9,4.8,153.6,1,0.0
12082,6,1,16,9.8,695.5,1,14.7
66303,3,9,18,50.4,518.7,0,65.7
12602,4,7,21,4.3,514.8,1,0.0
16629,2,12,21,11.0,184.1,1,0.0
12626,0,11,8,24.0,523.1,1,24.7
12626,2,10,10,3.5,117.2,1,6.6
12602,1,3,12,9.5,746.6,1,7.3
66301,2,1,9,34.8,560.4,0,34.6
16650,2,12,10,16.3,616.6,1,17.0
12625,4,10,8,12.6,688.1,1,9.1
12602,5,1,6,8.7,387.5,1,9.7
12625,1,8,8,13.7,108.9,1,18.5
12626,6,11,5,14.3,539.9,1,13.0
16604,0,5,10,3.9,162.1,1,5.3
66301,1,2,19,28.0,470.2,0,26.8
12626,5,5,10,11.6,474.4,1,15.6
12601,4,1,12,46.1,234.4,1,41.2
16334,6,5,13,3.7,172.6,1,0.0
66302,2,1,13,1.8,415.1,0,13.1
66302,1,10,21,3.0,669.2,0,8.0
16606,0,1,4,20.0,36.1,1,28.3
66303,3,10,16,6.0,177.3,0,3.2
16525,2,1,22,6.8,194.0,1,5.0
56362,3,11,8,61.0,330.3,0,75.6
66304,6,11,10,10.9,733.1,0,5.1
16336,6,7,7,4.5,441.1,1,26.5
16650,5,6,7,0.5,123.7,1,3.8
66303,2,4,8,3.1,87.1,0,9.4
16336,1,6,5,19.0,544.9,1,15.9
56362,0,1,8,0.0,154.9,0,4.5
12602,2,4,5,19.0,94.6,1,5.8
12082,5,7,15,19.6,255.2,1,18.8
16606,3,4,21,17.3,221.7,1,24.9
16629,4,4,21,2.5,371.6,1,3.6
12431,4,10,21,8.3,731.0,1,1.0
66301,4,8,15,28.9,618.3,0,24.6
16606,5,3,21,9.7,224.7,1,9.3
16650,5,4,22,31.6,141.6,1,29.0
16336,3,12,18,17.3,743.7,1,8.6
16604,6,9,5,3.1,513.5,1,3.4
66302,5,11,20,8.4,710.4,0,21.5
66302,3,8,23,36.7,23.2,0,42.4
16334,1,9,18,41.9,768.2,1,31.0
16334,2,7,11,10.5,509.4,1,5.6
16336,0,3,8,2.1,588.5,1,7.8
16329,1,12,8,12.4,466.8,1,9.4
16606,2,2,21,11.4,54.0,1,21.5
16526,5,2,20,19.3,696.5,1,27.6
16629,0,7,9,12.2,667.1,1,15.9
56362,6,7,11,14.5,88.3,0,22.5
12602,3,2,16,16.1,747.5,1,24.9
12431,6,1,22,12.8,96.5,1,27.1
16346,4,1,21,0.0,89.4,1,3.8
66303,3,11,17,12.0,678.1,0,21.7
56362,1,8,5,30.2,547.4,0,39.5
16525,0,5,6,20.1,510.1,1,21.3
66304,3,4,16,18.1,541.2,0,17.5
12076,5,6,8,26.5,238.4,1,35.6
16606,6,5,22,3.0,768.7,1,2.8
16650,1,7,8,3.0,659.9,1,0.0
12431,3,2,5,4.4,614.8,1,11.6
16329,4,3,15,4.5,490.1,1,10.5
12082,4,9,18,20.2,104.4,1,11.5
16606,1,4,19,6.0,80.7,1,4.0
12602,3,9,11,7.6,578.8,1,1.2
16346,0,5,19,17.3,573.8,1,29.5
66304,2,10,21,22.4,368.1,0,28.6
12601,4,4,22,5.7,639.5,1,5.7
16334,1,9,4,22.8,748.3,1,23.3
12076,3,9,7,16.2,782.9,1,29.5
16526,6,3,19,5.0,445.9,1,8.0
16526,0,6,23,3.7,587.5,1,0.0
12082,0,7,4,36.0,756.8,1,32.9
66303,6,10,13,12.5,221.3,0,13.2
66301,1,2,8,31.0,564.9,0,17.9
56362,5,5,6,32.2,312.9,0,28.1
56362,3,11,8,33.2,168.6,0,34.6
66301,3,6,21,40.8,98.5,0,43.0
16334,4,11,8,4.1,607.7,1,0.0
16650,4,7,17,14.1,409.2,1,30.3
66301,3,2,16,4.9,712.1,0,0.0
66302,1,2,4,0.0,373.4,0,10.7
12602,6,1,10,2.9,97.0,1,3.0
16329,5,2,11,10.1,750.6,1,9.4
16604,3,8,10,38.2,328.0,1,35.0
56361,3,8,11,7.8,402.2,0,1.7
16526,1,8,10,0.0,456.9,1,0.0
12082,5,7,17,27.2,149.4,1,31.0
12431,3,5,6,5.7,405.9,1,0.9
16334,2,7,10,4.7,536.0,1,15.3
56362,1,9,19,3.6,158.1,0,1.8
12602,2,8,13,13.8,326.3,1,13.6
16606,1,3,6,8.7,160.6,1,4.3
12076,0,2,4,35.5,670.1,1,37.4
12431,3,8,16,21.0,454.5,1,12.6
16329,0,8,13,2.7,367.2,1,5.2
66301,1,9,6,6.6,286.6,0,0.0
16334,6,11,6,1.1,624.5,1,0.0
12602,3,1,4,9.2,424.2,1,10.3
12626,4,10,8,2.9,33.1,1,13.6
12601,1,9,20,17.2,259.2,1,15.6
66302,1,7,11,36.6,337.4,0,35.5
66301,6,6,14,46.1,646.6,0,32.9
12082,3,7,10,55.2,737.4,1,57.3
66304,6,4,15,2.5,199.8,0,14.3
16334,6,1,23,12.1,733.6,1,15.0
12626,6,5,16,32.4,663.8,1,38.7
56362,2,7,10,29.1,506.5,0,17.9
16334,0,4,4,24.6,557.8,1,40.1
66304,3,10,20,31.9,443.5,0,34.8
16334,5,6,12,3.1,601.0,1,4.3
12082,1,12,10,10.3,611.9,1,10.1
12431,5,9,8,22.3,758.6,1,26.4
16604,1,8,15,13.3,69.7,1,11.3
16525,5,6,11,4.6,581.0,1,3.4
16334,0,11,15,44.3,674.5,1,48.1
12082,5,9,6,17.3,192.0,1,14.5
16629,2,4,21,4.5,683.1,1,0.0
12431,2,9,18,6.9,740.5,1,15.5
56362,2,2,22,36.2,330.6,0,45.7
16604,6,1,20,3.7,487.0,1,0.9
12082,6,10,20,10.6,770.7,1,16.9
12626,6,3,13,7.0,739.3,1,10.2
12076,6,9,14,11.8,592.4,1,14.2
16329,0,5,15,1.8,591.0,1,6.3
16604,5,10,10,19.8,741.0,1,20.2
16346,1,6,20,4.4,451.6,1,12.5
16629,3,11,4,6.4,260.7,1,0.0
12601,4,4,8,17.5,706.3,1,8.3
16346,3,6,23,11.7,102.2,1,21.4
16606,5,8,7,55.8,513.1,1,48.5
16334,2,9,22,10.2,754.1,1,28.6
12626,0,5,16,9.3,634.5,1,6.3
16650,6,12,15,3.7,737.4,1,15.8
16604,0,9,5,1.5,102.2,1,4.2
66304,2,10,16,18.5,55.1,0,25.7
12602,1,8,22,12.2,251.5,1,13.8
12601,3,10,15,7.8,66.2,1,2.5
16606,4,2,12,4.3,515.1,1,6.7
12076,5,3,14,15.8,400.7,1,16.3
16629,5,9,21,0.0,350.4,1,0.0
66301,1,11,10,0.0,263.2,0,14.3
12076,4,4,7,9.7,272.3,1,11.2
12601,3,5,14,0.0,60.0,1,5.1
12076,5,1,20,0.0,604.4,1,6.8
16629,3,11,6,12.5,67.5,1,15.8
16629,1,3,4,16.1,290.9,1,17.0
66301,2,9,5,27.6,682.5,0,35.8
12626,3,9,12,0.2,356.5,1,8.8
16525,4,1,22,9.9,69.7,1,15.4
16334,4,1,5,5.4,647.7,1,10.9
16346,4,4,16,3.4,755.6,1,0.0
12082,4,10,4,8.6,706.9,1,3.0
66304,6,8,15,32.1,365.2,0,34.0
12431,4,2,12,3.6,439.8,1,12.2
16346,4,12,7,6.8,512.5,1,0.0
56361,1,10,10,16.3,290.5,0,9.7
16629,6,9,5,19.4,646.0,1,27.1
16606,4,1,8,4.5,379.2,1,3.9
16526,1,11,13,8.9,298.5,1,13.9
56361,4,6,20,46.2,536.6,0,47.5
16650,0,6,15,56.7,421.1,1,43.7
12076,1,12,4,17.6,330.0,1,23.2
12601,4,2,22,5.3,299.6,1,2.7
16346,4,6,17,12.8,685.5,1,20.3
12431,6,11,19,16.3,227.4,1,23.9
12626,0,2,5,25.6,466.7,1,24.1
66303,1,8,12,9.2,387.8,0,7.0
12602,2,6,15,5.9,293.0,1,3.0
56361,3,2,20,19.1,718.0,0,26.8
56362,3,8,6,3.0,217.4,0,4.1
66302,3,5,14,18.4,742.3,0,25.2
12625,5,12,19,0.9,48.3,1,2.9
16336,3,12,12,8.2,561.5,1,6.6
56362,2,1,16,8.3,49.0,0,18.2
16336,0,4,18,13.0,457.4,1,15.8
16525,1,1,14,3.9,363.0,1,0.0
66302,0,11,20,10.1,429.8,0,16.9
66304,5,1,16,5.9,531.8,0,11.5
66303,3,11,23,4.8,619.3,0,4.0
12601,0,2,8,3.4,349.3,1,4.4
12431,5,4,21,4.3,329.5,1,9.1
16604,0,5,10,2.9,555.1,1,11.9
16336,1,9,10,15.6,489.3,1,17.5
56361,6,3,12,8.2,563.4,0,16.6
16346,2,9,13,10.3,214.9,1,16.4
66302,0,11,12,33.9,129.0,0,33.9
16334,4,5,12,8.7,744.6,1,7.7
12601,5,1,19,0.3,22.0,1,13.5
12602,2,8,5,28.7,201.4,1,32.1
66301,6,12,5,0.0,522.0,0,7.6
16336,2,12,12,12.2,739.3,1,4.3
56361,6,6,10,3.1,712.9,0,6.1
66301,6,7,12,36.8,203.3,0,42.9
56361,2,5,23,7.8,632.3,0,6.8
16334,3,6,22,3.3,333.9,1,3.6
16604,1,7,21,15.8,374.1,1,14.7
12626,0,7,12,21.9,109.8,1,39.8
16650,6,8,9,0.0,409.5,1,6.7
66302,5,2,18,15.8,660.0,0,6.7
12076,5,10,21,5.9,507.1,1,9.2
12626,2,12,22,9.1,308.9,1,12.6
56361,3,4,13,41.2,266.5,0,51.2
16650,6,2,20,17.6,211.3,1,26.8
16525,6,3,7,15.1,113.6,1,16.0
12082,1,6,17,12.7,732.9,1,7.3
66301,1,7,5,8.0,144.9,0,2.5
16604,4,9,20,47.1,750.8,1,39.8
12626,1,6,12,7.6,441.6,1,12.9
12082,3,10,12,2.4,711.2,1,9.8
12602,1,8,17,7.7,725.4,1,7.6
16606,3,9,4,30.0,668.2,1,32.0
12602,1,5,16,1.7,630.7,1,1.8
66303,4,11,21,12.8,363.9,0,7.9
66302,3,1,4,10.6,488.8,0,10.2
16336,5,9,20,41.3,742.9,1,42.9
12431,0,1,4,15.0,137.0,1,30.3
12076,0,8,20,6.1,349.9,1,11.0
16346,0,2,8,7.3,773.8,1,10.7
66303,5,2,4,15.6,263.4,0,35.4
12602,5,3,13,7.4,532.7,1,15.1
12626,2,5,17,23.0,794.3,1,14.1
66303,5,7,20,14.1,414.9,0,8.5
56362,2,5,17,14.1,43.3,0,10.3
16526,4,10,4,2.6,527.3,1,9.0
16336,4,11,19,15.6,721.7,1,11.1
16526,6,8,6,4.5,296.6,1,14.4
66303,1,7,5,13.2,553.1,0,6.9
16525,5,12,14,0.0,652.0,1,9.5
16526,6,12,8,6.2,472.2,1,7.7
12082,1,4,16,7.8,210.8,1,17.1
16526,3,10,11,4.0,360.6,1,0.0
12602,0,12,6,16.4,53.5,1,15.1
12625,0,3,6,3.3,176.5,1,0.0
16346,0,2,4,12.9,278.3,1,4.9
16604,6,5,12,7.7,372.3,1,6.9
16650,0,4,22,21.5,797.1,1,19.8
12625,6,3,9,9.8,561.6,1,9.4
66301,1,8,13,1.6,439.9,0,2.1
56362,6,1,5,41.1,342.5,0,43.7
66303,4,7,21,20.1,178.1,0,8.9
16329,0,9,8,8.8,636.0,1,5.5
16606,0,8,23,10.5,187.3,1,17.0
66301,1,12,4,12.0,631.7,0,5.4
56361,5,3,5,11.2,472.4,0,11.5
56362,0,6,14,12.1,370.4,0,14.8
16329,0,9,4,11.0,58.4,1,15.1
66301,2,7,22,15.0,462.4,0,19.0
16606,2,4,17,7.0,534.4,1,3.9
16334,0,6,5,8.4,300.1,1,4.9
16604,2,4,4,4.3,540.7,1,1.5
12626,1,11,4,3.9,68.6,1,3.6
56361,0,3,11,65.8,19.3,0,92.1
66302,6,1,18,9.5,262.9,0,25.4
12082,5,11,19,0.3,722.5,1,5.3
16526,4,11,16,7.4,690.2,1,19.9
56361,3,9,12,4.2,330.8,0,1.5
12601,2,5,17,20.4,707.4,1,24.8
16629,0,9,5,2.0,291.1,1,5.9
16526,0,4,5,7.7,625.4,1,4.7
16606,0,12,7,10.9,97.0,1,17.4
16329,4,1,12,2.2,540.3,1,8.8
12626,4,8,14,9.0,789.2,1,13.6
16606,6,8,6,8.9,146.2,1,18.1
56361,2,11,20,23.7,500.4,0,29.4
16650,3,11,18,6.9,110.2,1,9.4
12626,0,5,8,7.1,36.5,1,14.3
66303,3,3,12,2.9,36.4,0,6.6
16329,6,11,9,12.5,738.6,1,9.1
16334,5,2,11,8.2,53.3,1,3.1
66303,3,11,11,10.9,314.3,0,21.6
56362,3,8,17,20.0,138.4,0,23.0
66301,3,2,13,4.7,533.3,0,0.1
16606,1,6,21,5.4,714.5,1,2.3
12082,0,2,22,6.6,91.3,1,14.8
16525,4,10,6,3.9,30.3,1,8.3
12076,5,8,7,0.0,704.6,1,3.0
66303,4,5,4,9.2,319.7,0,7.0
16336,2,12,9,13.4,686.1,1,12.1
16329,0,10,16,6.3,261.5,1,0.0
16650,1,9,10,2.0,54.6,1,0.0
12076,0,7,14,11.0,457.8,1,4.5
66302,2,12,6,4.9,155.5,0,8.1
16346,5,6,18,17.3,370.0,1,12.7
16650,1,3,14,15.1,377.1,1,22.0
12082,4,4,12,11.5,249.5,1,1.4
12076,1,7,16,18.3,532.5,1,35.5
12625,1,2,21,8.7,787.7,1,10.8
16334,2,1,5,1.5,698.3,1,0.0
12431,5,10,14,10.2,84.1,1,5.1
12602,2,2,18,10.7,390.6,1,9.8
12626,5,3,10,7.2,567.8,1,13.6
56362,2,7,16,5.0,388.1,0,0.0
12602,2,8,9,16.0,588.6,1,14.5
66304,4,11,23,10.6,95.4,0,8.4
16526,3,3,4,6.3,93.6,1,6.0
66304,4,12,18,0.0,217.4,0,9.1
16525,6,10,12,4.1,175.5,1,7.5
12076,3,3,10,15.9,72.4,1,8.8
16346,4,8,23,23.1,785.7,1,32.1
16329,2,3,6,6.9,725.6,1,10.4
16629,4,6,8,18.3,176.7,1,17.5
16650,4,6,11,9.1,672.5,1,10.5
16336,1,2,6,7.5,175.5,1,3.0
16629,2,1,23,11.7,607.7,1,1.5
16650,3,6,11,11.7,383.8,1,18.3
16650,3,10,12,6.0,191.8,1,0.0
12431,2,12,21,17.2,308.8,1,16.8
12602,5,10,15,7.5,51.7,1,7.5
16650,0,8,15,1.7,119.5,1,2.6
12626,3,1,22,9.4,275.7,1,7.6
66301,3,11,8,0.0,131.0,0,3.7
66304,1,11,5,4.5,575.2,0,0.0
12602,1,10,20,23.8,624.4,1,4.5
66304,6,6,13,6.1,191.5,0,0.0
16604,4,3,23,10.7,333.3,1,9.7
12625,5,9,11,29.5,764.0,1,26.9
66302,1,10,19,6.7,631.3,0,0.0
16336,3,3,19,22.4,480.0,1,18.3
12626,2,10,7,15.8,194.6,1,18.2
66303,4,11,7,20.7,496.4,0,30.4
56362,1,6,20,3.2,569.9,0,12.6
56362,1,4,11,8.7,717.6,0,5.3
12431,2,11,22,0.0,110.1,1,0.0
66304,6,3,6,14.2,789.5,0,12.6
66304,3,9,9,5.1,786.1,0,4.6
12625,0,8,10,3.6,171.7,1,9.0
16526,5,8,16,5.2,238.8,1,3.6
56361,4,10,8,19.8,619.1,0,13.8
66301,6,8,19,25.5,22.5,0,21.9
12602,3,5,13,9.4,743.7,1,10.7
16650,0,10,18,11.5,475.6,1,9.0
66302,2,5,7,4.0,48.8,0,4.7
66303,6,5,6,10.3,180.7,0,21.2
16525,0,8,10,19.3,494.8,1,23.6
16525,6,12,22,10.7,21.0,1,11.8
66303,1,11,10,43.4,115.7,0,37.7
12076,4,8,12,15.9,29.9,1,16.9
16629,4,12,13,13.0,355.2,1,14.4
16650,4,8,5,0.0,174.1,1,1.5
16329,3,1,15,46.8,613.8,1,49.2
56361,1,10,21,34.6,757.2,0,38.4
16336,5,5,22,9.4,541.3,1,4.7
66302,4,10,21,7.8,324.7,0,0.0
16604,3,11,19,46.1,379.5,1,35.4
12601,2,4,12,17.2,396.9,1,12.0
12431,2,9,19,8.5,194.4,1,18.1
16526,5,7,22,7.0,133.5,1,14.3
12076,1,11,6,1.1,136.9,1,4.7
16526,5,12,15,0.0,565.4,1,10.3
16525,6,5,13,13.9,681.5,1,17.4
16329,4,2,15,5.5,310.2,1,0.0
66301,6,12,11,9.5,460.8,0,22.8
12602,5,11,7,7.0,222.0,1,3.0
12601,4,3,7,6.6,27.5,1,7.4
16336,3,9,13,15.9,151.9,1,20.2
16526,6,3,16,6.2,756.5,1,4.2
16334,4,7,16,10.6,722.2,1,0.0
16525,2,6,4,1.3,27.8,1,3.2
66303,0,10,10,5.7,765.4,0,7.8
12082,4,9,17,4.3,748.1,1,8.7
12076,3,8,4,1.2,144.4,1,0.4
16629,5,11,9,6.7,10.3,1,5.1
56361,2,8,10,14.1,553.5,0,13.3
56362,3,7,8,19.3,346.9,0,22.8
66302,0,7,18,19.8,24.2,0,26.2
12601,3,5,23,7.6,589.9,1,16.5
16525,3,7,15,48.1,101.3,1,41.4
12602,5,10,15,6.5,454.8,1,0.0
66301,6,9,23,19.1,393.4,0,21.5
16336,3,9,7,4.5,166.9,1,0.0
12625,4,9,23,1.3,180.5,1,4.5
12076,0,9,8,7.4,435.0,1,15.4
12626,2,11,14,2.2,428.4,1,14.6
66304,5,10,11,10.8,366.7,0,2.0
66301,0,7,4,52.5,461.6,0,55.7
16606,3,11,6,5.5,680.3,1,1.5
12082,2,6,18,35.3,199.7,1,36.5
12602,2,10,16,1.6,340.3,1,7.8
16525,6,1,15,11.7,524.4,1,12.6
16346,3,7,19,16.5,763.1,1,14.3
56362,3,10,13,8.6,414.8,0,7.5
56362,3,1,22,2.0,123.6,0,0.0
66303,1,12,22,1.1,259.4,0,0.0
16334,0,12,5,6.0,19.5,1,8.3
66301,3,3,20,27.9,743.0,0,33.7
16329,4,11,18,10.6,542.5,1,5.5
16525,4,3,13,3.8,678.8,1,2.6
16346,0,8,5,5.6,183.9,1,14.6
66301,1,12,14,9.3,149.1,0,16.7
12082,5,12,5,0.0,73.2,1,10.0
12602,1,3,15,0.0,408.7,1,5.6
66303,0,12,13,13.3,178.6,0,5.5
66302,5,12,23,22.3,139.9,0,16.6
16526,6,5,10,0.0,397.5,1,8.7
16329,0,8,17,7.4,277.8,1,0.0
56362,6,8,13,6.0,588.5,0,1.1
66301,3,8,5,11.6,405.3,0,24.9
12431,3,7,21,15.0,446.2,1,11.5
12076,3,7,19,0.0,78.8,1,0.0
12602,3,7,19,2.2,280.4,1,6.3
16604,4,6,4,0.0,470.9,1,8.5
12626,4,8,20,5.9,288.3,1,5.8
16629,1,9,13,6.4,736.9,1,21.1
12601,6,5,22,4.7,490.3,1,0.7
12601,5,12,17,19.1,581.7,1,16.4
56361,2,12,18,47.0,87.8,0,46.6
12602,6,1,16,3.4,359.9,1,6.8
12431,5,12,18,3.8,325.5,1,2.0
12625,6,4,12,0.0,407.2,1,4.0
12076,4,11,7,16.5,606.8,1,20.0
16336,5,10,21,21.5,588.5,1,0.0
12625,0,3,15,1.4,426.4,1,4.0
16526,1,7,17,0.0,139.7,1,0.1
12076,5,6,21,0.0,518.4,1,0.0
12602,3,12,6,12.8,258.4,1,12.1
12626,3,10,23,5.9,229.7,1,8.9
16346,1,10,8,7.1,179.3,1,0.0
16604,1,5,20,10.7,477.6,1,19.6
66301,0,9,15,33.1,269.7,0,26.2
16525,1,11,15,8.7,560.2,1,12.8
16606,4,3,7,5.2,386.5,1,9.9
16526,0,2,9,13.0,279.1,1,4.8
12431,5,1,22,1.8,51.3,1,0.8
56362,2,3,7,9.9,251.4,0,16.3
12082,4,7,21,4.3,232.4,1,2.4
56361,5,1,16,32.6,510.9,0,47.2
16525,3,9,6,7.2,397.0,1,9.1
66303,5,8,18,36.8,761.0,0,49.5
12082,6,5,19,4.2,408.5,1,7.6
16336,6,2,20,11.3,603.8,1,4.2
16525,3,7,18,0.0,580.9,1,4.7
16606,6,10,16,6.5,119.2,1,0.0
56361,4,6,13,19.9,564.7,0,17.8
66304,5,4,5,15.7,465.4,0,24.4
12076,0,1,9,23.9,185.9,1,22.8
16650,0,11,19,2.7,454.4,1,9.3
16526,6,1,9,8.7,769.8,1,8.9
16526,3,5,17,11.7,222.2,1,22.5
56361,3,10,13,9.9,769.7,0,9.2
16336,4,2,5,6.2,629.8,1,10.3
12625,2,10,18,12.2,487.9,1,17.3
56362,5,8,20,50.1,768.4,0,42.7
66302,3,7,17,0.3,685.8,0,1.2
12602,2,8,16,6.8,14.6,1,3.1
12076,0,8,22,6.1,189.2,1,11.8
66301,1,12,9,33.4,83.7,0,35.7
12602,6,4,17,9.8,701.4,1,5.6
66303,2,3,15,9.2,200.9,0,17.6
16650,2,6,11,9.4,634.0,1,11.3
16346,5,11,22,4.5,406.1,1,5.3
16650,2,4,19,7.2,54.0,1,22.7
66302,3,2,16,8.8,674.4,0,6.4
12601,4,5,17,0.0,253.0,1,0.0
12602,5,3,23,27.1,292.0,1,28.7
16650,1,8,19,25.2,614.6,1,28.3
56361,1,8,8,2.8,609.1,0,14.8
16346,5,4,9,22.5,662.0,1,23.3
16346,3,8,13,32.9,504.9,1,16.1
16525,6,6,8,28.3,701.8,1,22.6
66302,2,11,11,6.6,60.6,0,3.2
12082,2,4,8,8.9,286.4,1,14.9
16526,2,11,23,13.8,175.6,1,16.7
16526,5,3,10,19.6,150.8,1,20.4
16329,4,12,9,11.4,255.4,1,8.4
16650,1,11,7,10.4,705.1,1,0.0
16334,6,7,4,8.7,243.5,1,15.3
16526,1,11,10,6.6,665.9,1,0.0
12602,1,5,13,10.0,469.3,1,13.6
16604,2,11,21,0.0,54.8,1,1.2
12082,2,10,21,33.6,443.8,1,21.5
66303,6,9,20,17.2,111.9,0,17.4
16526,6,10,20,3.8,331.7,1,0.0
66303,0,4,20,12.1,56.9,0,10.6
12431,5,7,8,9.2,178.3,1,14.0
16329,1,12,10,16.8,289.9,1,4.8
66301,3,6,19,16.7,370.5,0,15.3
56361,4,4,7,6.8,711.2,0,9.0
16629,0,5,20,0.0,792.2,1,0.0
16346,0,9,22,11.0,580.0,1,2.2
16525,5,1,9,9.1,479.2,1,8.2
12602,2,8,13,11.6,16.1,1,2.7
16346,6,4,18,1.9,285.3,1,0.0
12076,2,7,11,16.3,418.2,1,21.3
12431,6,7,17,10.1,491.1,1,19.0
56361,6,1,20,2.8,182.8,0,2.0
66301,1,12,18,19.4,751.9,0,25.0
12076,4,9,5,26.1,71.8,1,38.6
56362,2,9,17,2.3,621.8,0,0.0
66304,3,12,21,10.4,44.8,0,6.8
56362,6,1,6,9.3,277.0,0,0.0
66301,5,10,8,38.0,631.2,0,41.0
12625,1,1,7,16.5,402.0,1,17.5
66303,1,2,18,4.0,596.8,0,0.0
16336,2,5,16,6.7,755.6,1,11.2
16334,4,10,5,7.3,111.0,1,4.3
66302,5,10,14,5.6,324.8,0,5.2
56361,3,3,23,22.4,172.2,0,19.7
16604,2,1,5,12.3,689.6,1,15.8
66302,5,3,19,10.1,735.1,0,18.5
16526,2,4,16,20.4,765.7,1,17.4
16629,2,5,6,10.2,735.4,1,13.9
16334,1,2,15,4.0,411.2,1,0.0
16606,3,10,18,14.1,420.4,1,5.0
12076,5,5,12,5.2,211.5,1,0.0
12626,3,11,4,10.5,567.9,1,22.8
66303,4,4,5,4.7,759.0,0,0.0
16526,3,9,17,10.8,657.7,1,10.6
16650,0,10,20,7.1,96.4,1,14.9
56362,3,4,22,30.9,430.3,0,22.4
16604,2,6,19,3.6,12.1,1,10.6
16336,0,6,11,4.3,126.0,1,9.3
16604,3,10,21,5.8,625.5,1,0.0
12431,3,4,15,11.8,221.9,1,21.8
16525,6,11,8,3.4,501.4,1,0.0
66302,6,10,17,0.0,252.4,0,0.4
16650,1,12,6,4.8,185.1,1,4.1
66304,0,12,12,9.9,588.5,0,0.9
16526,2,2,22,5.7,431.4,1,5.7
16346,0,5,15,3.8,42.6,1,1.2
66302,2,8,4,14.2,25.8,0,9.3
16606,3,9,8,45.3,337.6,1,41.8
12601,0,4,13,2.9,250.8,1,4.0
16629,4,7,10,13.7,480.9,1,5.0
16629,4,6,19,67.7,795.6,1,71.9
16606,1,8,18,6.7,717.4,1,8.6
66303,2,10,17,20.3,242.3,0,23.9
66304,2,9,21,50.7,44.3,0,55.4
12602,5,5,17,0.0,391.8,1,0.0
16336,5,4,10,4.0,14.0,1,0.0
56362,5,6,5,14.3,216.7,0,18.5
16526,1,6,8,14.3,181.6,1,17.6
16525,6,12,17,14.9,792.5,1,20.1
16336,4,4,12,2.0,304.7,1,6.5
66303,3,4,20,23.3,110.8,0,24.5
12625,0,12,18,10.6,352.8,1,12.5
16650,3,2,18,15.4,552.6,1,18.6
56361,6,12,18,14.1,631.7,0,24.0
12625,4,8,23,8.9,72.3,1,0.0
56362,6,10,23,11.0,639.8,0,13.8
16336,3,3,16,18.5,631.5,1,22.4
12076,4,5,21,35.2,62.6,1,26.7
